1003687	25	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Aporops;Aporops bilinearis
1003688	4	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Archamia;Archamia lineolata
1003689	37	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Argyrosomus;Argyrosomus thorpei
1003690	9	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Aspidontus;Aspidontus dussumieri
1003691	3	Eukaryota;Chordata;Actinopteri;Batrachoidiformes;Batrachoididae;Chatrabus;Chatrabus felinus
1003692	44	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus bilunulatus
1003693	21	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus bimaculatus
1003694	9	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus trilineatus
1003695	12	Eukaryota;Chordata;Actinopteri;;Callanthiidae;Callanthias;Callanthias legras
1003696	2	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Callionymus;Callionymus marleyi
1003697	97	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Cantherhines;Cantherhines pardalis
1003698	8	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster smithae
1003700	76	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;Caranx heberi
1003701	8	Eukaryota;Chordata;Actinopteri;Beryciformes;Berycidae;Centroberyx;Centroberyx spinosus
1003702	13	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon marleyi
1003703	5	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon mitratus
1003704	19	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon xanthocephalus
1003705	14	Eukaryota;Chordata;Actinopteri;Acropomatiformes;Champsodontidae;Champsodon;Champsodon capensis
1003706	87	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Chascanopsetta;Chascanopsetta lugubris
1003707	23	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon nigricans
1003708	7	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon altipennis
1003709	4	Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Chelidonichthys;Chelidonichthys queketti
1003710	12	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Chrysoblephus;Chrysoblephus gibbiceps
1003711	41	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Cirrhigaleus;Cirrhigaleus asper
1003712	33	Eukaryota;Chordata;Actinopteri;Perciformes;Platycephalidae;Cociella;Cociella heemstrai
1003713	6	Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus braueri
1003715	15	Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus flabellispinnis
1003716	11	Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus simorhynchus
1003717	7	Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus trunovi
1003718	19	Eukaryota;Chordata;Actinopteri;Perciformes;Congiopodidae;Congiopodus;Congiopodus spinifer
1003719	9	Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;Cubiceps capensis
1003720	14	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Cyclichthys;Cyclichthys spilostylus
1003721	16	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus attenuatus
1003722	81	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus lida
1003723	11	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Diagramma;Diagramma centurio
1003724	7	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Dichistiidae;Dichistius;Dichistius multifasciatus
1003726	52	Eukaryota;Chordata;Actinopteri;Ephippiformes;Drepaneidae;Drepane;Drepane longimana
1003727	6	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus chabaudi
1003728	12	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus posteli
1003729	62	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Etelis;Etelis coruscans
1003730	12	Eukaryota;Chordata;Actinopteri;;Pomacanthidae;Genicanthus;Genicanthus caudovittatus
1003732	11	Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres;Gerres methueni
1003734	10	Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Gnathophis;Gnathophis capensis
1003735	13	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax elegans
1003736	21	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax nudivomer
1003737	29	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Halaelurus;Halaelurus natalensis
1003738	11	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres iridis
1003739	2	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres pelicieri
1003740	9	Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Halieutaea;Halieutaea fitzsimonsi
1003741	10	Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Helcogramma;Helcogramma rharhabe
1003742	50	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Holohalaelurus;Holohalaelurus regani
1003743	21	Eukaryota;Chordata;Chondrichthyes;Chimaeriformes;Chimaeridae;Hydrolagus;Hydrolagus africanus
1003744	3	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hyporhamphus;Hyporhamphus capensis
1003745	10	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Istiblennius;Istiblennius spilotus
1003746	6	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Johnius;Johnius fuscolineatus
1003748	27	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Ostraciidae;Lactoria;Lactoria fornasini
1003749	5	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Laeops;Laeops nigromaculatus
1003750	14	Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Lepidotrigla;Lepidotrigla multispinosa
1003751	50	Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus;Lethrinus crocineus
1003752	30	Eukaryota;Chordata;Actinopteri;Acropomatiformes;Creediidae;Limnichthys;Limnichthys nitidus
1003753	26	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Lithognathus;Lithognathus aureti
1003754	27	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza;Planiliza alata
1003755	24	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Chelon;Chelon tricuspidens
1003756	18	Eukaryota;Chordata;Actinopteri;;Malacanthidae;Malacanthus;Malacanthus latovittatus
1003757	15	Eukaryota;Chordata;Actinopteri;;Monodactylidae;Monodactylus;Monodactylus falciformis
1003758	13	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Mustelus;Mustelus palumbes
1003759	188	Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Myripristis;Myripristis chryseres
1003760	17	Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Myripristis;Myripristis vittata
1003761	3	Eukaryota;Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine capensis
1003762	2	Eukaryota;Chordata;Chondrichthyes;Torpediniformes;Narkidae;Narke;Narke capensis
1003763	2	Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Neomerinthe;Neomerinthe rotunda
1003764	25	Eukaryota;Chordata;Actinopteri;Notacanthiformes;Notacanthidae;Notacanthus;Notacanthus sexspinis
1003765	15	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus conwayi
1003766	11	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Oplegnathidae;Oplegnathus;Oplegnathus robinsoni
1003767	13	Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Oxyporhamphus;Oxyporhamphus micropterus
1003768	62	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Oxyurichthys;Oxyurichthys ophthalmonema
1003770	98	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Pagellus;Pagellus natalensis
1003771	127	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio xanthura
1003772	10	Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis pulchella
1003773	70	Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Parascorpaena;Parascorpaena mossambica
1003774	7	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Pardachirus;Pardachirus morrowi
1003775	91	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Parupeneus;Parupeneus macronemus
1003776	62	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Parupeneus;Parupeneus rubescens
1003777	2	Eukaryota;Chordata;Actinopteri;Acropomatiformes;Pentacerotidae;Pentaceros;Pentaceros capensis
1003778	10	Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Physiculus;Physiculus capensis
1003779	25	Eukaryota;Chordata;Actinopteri;;Emmelichthyidae;Plagiogeneion;Plagiogeneion rubiginosum
1003780	19	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus chubbi
1003781	13	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus playfairi
1003782	45	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Plectranthias;Plectranthias longimanus
1003783	11	Eukaryota;Chordata;Actinopteri;Siluriformes;Plotosidae;Plotosus;Plotosus nkunga
1003784	14	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Polyamblyodon;Polyamblyodon gibbosum
1003785	13	Eukaryota;Chordata;Actinopteri;;Polynemidae;Polydactylus;Polydactylus malagasyensis
1003786	10	Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus indicus
1003787	16	Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus polli
1003788	19	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Polysteganus;Polysteganus coeruleopunctatus
1003789	17	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Polysteganus;Polysteganus undulosus
1003790	26	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Pomadasys;Pomadasys commersonnii
1003791	21	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Pomadasys;Pomadasys furcatus
1003792	24	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Pomadasys;Pomadasys striatus
1003793	12	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudanthias;Pseudanthias connelli
1003794	40	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudanthias;Pseudanthias fasciatus
1003795	21	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Rajella;Rajella dissimilis
1003796	5	Eukaryota;Chordata;Chondrichthyes;Rhinopristiformes;Rhinobatidae;Rhinobatos;Rhinobatos annulatus
1003797	16	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Scartella;Scartella emarginata
1003798	47	Eukaryota;Chordata;Actinopteri;Spariformes;Nemipteridae;Scolopsis;Scolopsis bimaculata
1003799	141	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomberomorus;Scomberomorus plurilineatus
1003801	9	Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenodes;Scorpaenodes varipinnis
1003802	35	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus capensis
1003803	21	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Serranus;Serranus knysnaensis
1003804	18	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Pegusa;Pegusa nasuta
1003805	18	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena acutipinnis
1003807	19	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Spondyliosoma;Spondyliosoma emarginatum
1003808	12	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus holodon
1003809	32	Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Symbolophorus;Symbolophorus barnardi
1003810	5	Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Symbolophorus;Symbolophorus boops
1003811	4	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus marmoratus
1003812	18	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus monacanthus
1003813	4	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Synchiropus;Synchiropus postulus
1003814	40	Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus jaculum
1003815	99	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa vitrirostris
1003816	14	Eukaryota;Chordata;Chondrichthyes;Torpediniformes;Torpedinidae;Torpedo;Torpedo fuscomaculata
1003817	15	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus africanus
1003818	19	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus botla
1003819	12	Eukaryota;Chordata;Actinopteri;Gobiiformes;Trichonotidae;Trichonotus;Trichonotus marleyi
1003820	16	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina robinsoni
1003821	11	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Osteomugil;Oteomugil robustus
1003822	11	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Zebrasoma;Zebrasoma gemmatum
1003823	6	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Zebrias;Zebrias regani
1003834	30	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus umbla
1003845	28	Eukaryota;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus;Vanellus indicus
1003909	14	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides nigripinnis
1003910	4	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogonichthyoides;
1003939	83	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Atrobucca;Atrobucca nibe
1003943	1	Eukaryota;Chordata;Actinopteri;Perciformes;Synanceiidae;Choridactylus;
1003944	4	Eukaryota;Chordata;Actinopteri;Perciformes;Synanceiidae;Choridactylus;Choridactylus natalensis
1003946	26	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cyprinocirrhites;Cyprinocirrhites polyactis
1003947	2	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Diplogrammus;
1003948	8	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Diplogrammus;Diplogrammus infulatus
1003950	16	Eukaryota;Chordata;Actinopteri;;Pseudochromidae;Halidesmus;Halidesmus scapularis
1003957	46	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Haploblepharus;Haploblepharus edwardsii
1003958	10	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Haploblepharus;Haploblepharus kistnasamyi
1003960	33	Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Metelectrona;Metelectrona ventralis
1003962	51	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Pseudomyxus;Pseudomyxus capensis
1003964	10	Eukaryota;Chordata;Actinopteri;;Pseudochromidae;Natalichthys;Natalichthys sam
1003967	1	Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Nomeus;
1003968	18	Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Nomeus;Nomeus gronovii
1003969	2	Eukaryota;Chordata;Actinopteri;Perciformes;Platycephalidae;Onigocia;
1003970	7	Eukaryota;Chordata;Actinopteri;Perciformes;Platycephalidae;Onigocia;Onigocia oligolepis
1003972	6	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Carapidae;Onuxodon;Onuxodon parvibrachium
1003975	1	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Paracallionymus;
1003976	27	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Callionymidae;Paracallionymus;Paracallionymus costatus
1003979	5	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthodidae;Paralichthodes;Paralichthodes algoensis
1003987	3	Eukaryota;Chordata;Actinopteri;;Parascorpididae;Parascorpis;Parascorpis typus
1003990	19	Eukaryota;Chordata;Actinopteri;Ephippiformes;Ephippidae;Tripterodon;Tripterodon orbis
1003992	24	Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Tripterophycis;Tripterophycis gilchristi
1003993	107	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Yongeichthys;Yongeichthys nebulosus
1004026	3	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;;Engraulidae sp. BOLD:AAG4825
1004027	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Acanthistius;Acanthistius sp. BOLD:AAF8832
1004028	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Carangoides;Carangoides cf. ferdau BOLD:AAE7640
1004029	1	Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus cf. thiollierei BOLD:AAE2682
1004030	4	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Glossogobius;Glossogobius cf. callidus BOLD:AAF5649
1004031	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Gorgasia;Gorgasia sp. BOLD:AAL3354
1004032	5	Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus;Lethrinus sp. BOLD:AAC1547
1004033	4	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Liopropoma;Liopropoma cf. latifasciatum BOLD:AAF8892
1004034	1	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Mulloidichthys;Mulloidichthys sp. BOLD:AAC1910
1004035	1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus sp. BOLD:AAE2793
1004036	1	Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena sp. BOLD:AAE9848
1004037	1	Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus sp. BOLD:AAA1550
1004038	11	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Liopropoma;Liopropoma latifasciatum
1004039	1	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides cf. nigripinnis BOLD:AAB4081
1004040	2	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Parioglossus;
1004041	2	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Parioglossus;Parioglossus sp. BOLD:AAO4023
100821	7	Eukaryota;Chordata;Aves;Pelecaniformes;Threskiornithidae;Geronticus;Geronticus calvus
100822	13	Eukaryota;Chordata;Aves;Pelecaniformes;Threskiornithidae;Geronticus;Geronticus eremita
100826	76	Eukaryota;Chordata;Aves;Charadriiformes;Scolopacidae;Scolopax;Scolopax rusticola
100828	47	Eukaryota;Chordata;Aves;Podicipediformes;Podicipedidae;Tachybaptus;Tachybaptus ruficollis
1008424	69	Eukaryota;Chordata;Actinopteri;Spariformes;Nemipteridae;Nemipterus;Nemipterus bipunctatus
100858	142	Eukaryota;Chordata;Aves;Pelecaniformes;Threskiornithidae;Threskiornis;Threskiornis aethiopicus
100859	69	Eukaryota;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus;Vanellus vanellus
100907	555	Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Dissostichus;Dissostichus eleginoides
100952	216	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;Cottus gobio
100989	2	Eukaryota;Chordata;Lepidosauria;Squamata;Elapidae;Tropidechis;Tropidechis carinatus
1010703	15	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Conodon;Conodon serrifer
1010707	16	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Microlepidotus;Microlepidotus brevipinnis
1010708	35	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Orthopristis;Orthopristis chalceus
1010709	42	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus lessonii
1010710	19	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus sordidus
1010711	68	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus vittatus
1010712	22	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Pomadasys;Pomadasys argyreus
1010713	11	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Rhonciscus;Rhonciscus branickii
1010714	16	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Rhencus;Rhencus panamensis
